"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.504132458E0,8.828790436E0,4.276007996E0,4.026626587E-1,9.818040647E0
1.514144458E0,1.004516098E1,2.111209717E0,9.821076965E-1,1.031149849E1
1.524156458E0,9.684560852E0,2.265538788E0,4.581971741E-1,9.956572179E0
1.534169458E0,9.379495239E0,4.043092346E0,-5.801934814E-1,1.023025665E1
1.544181458E0,9.663604431E0,6.571035461E0,-1.045875092E0,1.173275809E1
1.554193458E0,1.031040939E1,7.774233398E0,-1.179247742E0,1.296664459E1
1.564205458E0,1.081695602E1,3.770958252E0,4.754113770E-1,1.146528149E1
1.574217458E0,8.846603394E0,2.899320831E0,6.456074524E-1,9.331948450E0
1.584230458E0,8.815767517E0,1.781595154E0,1.253792725E0,9.080959994E0
1.594242458E0,8.567882996E0,2.088906097E0,1.146765289E0,8.893099479E0
1.604254458E0,8.831335144E0,2.891836395E0,-6.400689697E-1,9.314767117E0
1.614266458E0,1.011536499E1,2.602488098E0,-2.557880859E0,1.075343237E1
1.624278458E0,1.048539551E1,1.215023346E0,-1.929786987E0,1.073051157E1
1.634291458E0,9.563762054E0,1.087189178E0,-2.326162720E-1,9.628168843E0
1.644303458E0,9.867929535E0,1.951791229E0,-1.146615601E-1,1.005975495E1
1.654315458E0,1.146406036E1,2.152972870E0,-6.679110718E-1,1.168358153E1
1.664327458E0,1.105271576E1,2.010469208E0,4.326004028E-2,1.123416145E1
1.674339458E0,1.058508820E1,2.179018707E0,1.341660004E0,1.089000763E1
1.684352458E0,1.029903305E1,1.945504303E0,1.978286133E0,1.066624042E1
1.694364458E0,8.485105133E0,2.934198303E0,-7.792794800E-1,9.011870245E0
1.704376458E0,1.026849655E1,2.196382599E0,1.218466187E-1,1.050147440E1
1.714388458E0,1.034393967E1,1.895657959E0,8.068222046E-2,1.051651637E1
1.724400458E0,1.002076172E1,1.124012604E0,-4.243675232E-1,1.009252979E1
1.734413458E0,9.936636658E0,4.315525818E-1,-7.550299072E-1,9.974620587E0
1.744425458E0,1.028122009E1,-2.924917603E-1,-5.659730530E-1,1.030093993E1
1.754437458E0,1.047955765E1,-1.620829468E0,-5.240602112E-1,1.061710204E1
1.764449458E0,1.045006897E1,-1.737586670E0,-1.273252258E0,1.066978539E1
1.774461458E0,1.195743439E1,-1.215771790E0,-8.174501038E-1,1.204684867E1
1.784474458E0,1.280122971E1,-1.488205261E0,-1.000070343E0,1.292618960E1
1.794486458E0,1.376297974E1,-1.132544861E0,-5.827381897E-1,1.382178906E1
1.804498458E0,1.337678284E1,-9.840536499E-1,-3.836521912E-1,1.341841532E1
1.814510458E0,1.182989960E1,-8.132588196E-1,-1.353186035E0,1.193478223E1
1.824522458E0,1.140867554E1,-6.141728210E-1,-1.317111053E0,1.150086376E1
1.834535458E0,1.168589905E1,-1.224453735E-1,-1.231339417E0,1.175123084E1
1.844547458E0,1.176029434E1,6.496490479E-1,-1.081201630E0,1.182774551E1
1.854559458E0,1.193917236E1,7.402107239E-1,-8.298742676E-1,1.199084817E1
1.864571458E0,1.118893250E1,3.659889221E-1,-1.112636261E0,1.125007190E1
1.874583458E0,9.936786346E0,-1.742376709E-1,-2.162103882E0,1.017078044E1
1.884596458E0,8.589887238E0,-8.237370300E-1,-3.417692871E0,9.281450857E0
1.894608458E0,7.134613495E0,-1.411714325E0,-3.766467590E0,8.190355619E0
1.904620458E0,6.175707550E0,-1.879192200E0,-3.481310577E0,7.334183690E0
1.914632458E0,5.097050629E0,-1.939965820E0,-2.153871002E0,5.863663768E0
1.924644458E0,3.637884979E0,-2.072739716E0,-7.279362488E-1,4.249746843E0
1.934656458E0,2.116149445E0,-2.495011597E0,3.852987671E-1,3.294180699E0
1.944669458E0,9.315129089E-1,-3.523073730E0,8.964857483E-1,3.752792494E0
1.954681458E0,2.579436035E0,-3.304528198E0,1.552122345E0,4.470176803E0
