"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.458580542E0,4.516707458E0,7.373367004E0,-8.812174988E-1,8.691589701E0
1.468510542E0,4.079017639E0,8.744066620E0,-1.506317596E0,9.765555727E0
1.478441542E0,3.504212952E0,1.003588028E1,-1.789828033E0,1.077969785E1
1.488372542E0,2.953957214E0,1.057745407E1,-2.099234619E0,1.118101891E1
1.498303542E0,2.127825165E0,1.057595718E1,-2.496059418E0,1.107288684E1
1.508233542E0,1.529968414E0,1.023870850E1,-2.634072418E0,1.068224192E1
1.518164542E0,9.665400696E-1,9.750723267E0,-2.654879150E0,1.015180709E1
1.528095542E0,5.885760498E-1,9.480385437E0,-2.787503357E0,9.899207280E0
1.538026542E0,2.070195007E-1,9.163344727E0,-2.677781525E0,9.548835403E0
1.547956542E0,-2.384541321E-1,9.092691650E0,-2.476150818E0,9.426835349E0
1.557887542E0,-5.704637146E-1,9.258995819E0,-2.204316101E0,9.534854058E0
1.567818542E0,-7.732919312E-1,9.495803375E0,-2.064656525E0,9.748388006E0
1.577749542E0,-7.831713867E-1,9.801318054E0,-1.998943176E0,1.003369159E1
1.587679542E0,-7.080276489E-1,1.011386810E1,-2.183659058E0,1.037111364E1
1.597610542E0,-6.900650024E-1,1.029678772E1,-2.664608917E0,1.065833794E1
1.607541542E0,-6.349795532E-1,1.007105713E1,-3.416495361E0,1.065372382E1
1.617472542E0,-4.281097412E-1,9.272018738E0,-4.240831146E0,1.020481544E1
1.627402542E0,5.343887329E-2,7.951614532E0,-4.802163849E0,9.289338352E0
1.637333542E0,9.072633362E-1,6.197711792E0,-4.893623657E0,7.948730132E0
1.647264542E0,2.096390533E0,4.458628235E0,-4.233945465E0,6.496192208E0
1.657194542E0,3.031346283E0,3.544179840E0,-3.073708191E0,5.585512785E0
1.667125542E0,3.340752869E0,3.992347870E0,-2.230661316E0,5.663507848E0
1.677056542E0,3.179089050E0,5.678441620E0,-2.321222992E0,6.909369190E0
1.686987542E0,2.841840363E0,8.325087891E0,-3.324436798E0,9.403989848E0
1.696917542E0,2.149380341E0,1.091530151E1,-4.632117462E0,1.205073256E1
1.706848542E0,2.150577850E0,1.352796844E1,-5.425617371E0,1.473323587E1
1.716779542E0,2.383194122E0,1.435215454E1,-5.489085388E0,1.554972709E1
1.726710542E0,1.906884613E0,1.226938568E1,-4.612059174E0,1.324556997E1
1.736640542E0,1.181044006E0,9.585167542E0,-2.539169769E0,9.985874266E0
1.746571542E0,6.785389709E-1,7.755073242E0,-4.957690430E-1,7.800471977E0
1.756502542E0,4.089495850E-1,7.036717072E0,8.649014282E-1,7.101456286E0
1.766433542E0,8.696914673E-2,6.477929077E0,1.668430481E0,6.689902020E0
1.776363542E0,-3.839515686E-1,6.162085876E0,1.909728699E0,6.462645345E0
1.786294542E0,-1.229094086E0,6.131848755E0,1.551224213E0,6.443332832E0
1.796225542E0,-1.969304810E0,6.761589203E0,7.134164429E-1,7.078574221E0
1.806156542E0,-1.090632019E0,8.371341705E0,6.984475708E-1,8.470930832E0
1.816086542E0,-3.218307495E-2,1.151959488E1,6.379733276E-1,1.153729223E1
1.826017542E0,6.762936401E-1,1.587224350E1,6.047424316E-2,1.588676002E1
1.835948542E0,3.290008392E0,2.044164139E1,-2.556683350E-1,2.070628465E1
1.845879542E0,7.369774475E0,2.511926422E1,-3.290158081E-1,2.618013106E1
1.855809542E0,9.974507904E0,2.671749069E1,1.088985443E0,2.853946401E1
1.865740542E0,9.013805695E0,2.255404861E1,3.055895233E0,2.448003876E1
1.875671542E0,5.707181854E0,1.571492065E1,3.006198578E0,1.698728600E1
1.885602542E0,4.528682556E0,1.154728729E1,1.782493286E0,1.253100522E1
1.895532542E0,3.469036102E0,8.033943329E0,9.624984741E-2,8.751441077E0
1.905463542E0,4.521347809E0,5.813311157E0,-1.920655975E0,7.610919261E0
1.915394542E0,5.776038666E0,5.504952393E0,-3.466641083E0,8.699696771E0
1.925324542E0,4.117188263E0,5.052443390E0,-4.136049042E0,7.719153132E0
1.935255542E0,3.264411621E0,5.927074585E0,-4.228107605E0,7.978940424E0
1.945186542E0,2.873873749E0,7.140601044E0,-3.864962769E0,8.613087181E0
1.955117542E0,2.168989563E0,7.082521820E0,-3.535198517E0,8.207573308E0
1.965047542E0,1.498533783E0,7.048841858E0,-3.307372284E0,7.929091150E0
1.974978542E0,1.296004944E0,7.024741974E0,-2.967728577E0,7.735246701E0
1.984909542E0,1.288221130E0,7.117399292E0,-2.850522308E0,7.774468715E0
1.994840542E0,1.245110779E0,7.321275330E0,-2.847229156E0,7.953495280E0
2.004770542E0,1.078956299E0,7.604785767E0,-2.820285187E0,8.182354294E0
2.014701542E0,9.857002258E-1,7.470664673E0,-2.749781799E0,8.021454702E0
2.024632542E0,8.170010376E-1,6.901847534E0,-2.757864990E0,7.477219362E0
2.034563542E0,5.465135193E-1,6.421795807E0,-2.903212738E0,7.068718598E0
2.044493542E0,1.793270874E-1,6.430777130E0,-3.199895782E0,7.185150362E0
2.054424542E0,-1.902543640E-1,6.583160248E0,-3.373983765E0,7.399862297E0
2.064355542E0,-4.888833618E-1,6.798712006E0,-3.284170532E0,7.566192435E0
2.074286542E0,-7.131170654E-1,6.986721039E0,-3.058140564E0,7.659962828E0
2.084216542E0,-9.842033386E-1,7.152725830E0,-2.991678772E0,7.815387699E0
2.094147542E0,-1.199306030E0,7.275171204E0,-2.741997986E0,7.866702228E0
2.104078542E0,-1.164727936E0,7.248975677E0,-2.427352295E0,7.732805358E0
2.114008542E0,-9.886940002E-1,7.359445953E0,-2.256407776E0,7.760820615E0
2.123939542E0,-5.987548828E-1,7.521259460E0,-2.492616577E0,7.946130422E0
2.133870542E0,-4.475692749E-2,7.749684448E0,-3.009192352E0,8.313534197E0
2.143801542E0,7.065307617E-1,7.995173950E0,-3.319048004E0,8.685509304E0
2.153731458E0,1.370549927E0,7.643854523E0,-3.927083588E0,8.702235608E0
2.163662458E0,1.922901306E0,6.719676361E0,-4.799170074E0,8.478421624E0
2.173593458E0,2.611170044E0,6.864874420E0,-5.498815155E0,9.175057379E0
2.183524458E0,4.025279388E0,8.317453766E0,-6.064339142E0,1.105256172E1
2.193454458E0,5.843248901E0,9.946366425E0,-5.726940765E0,1.287911539E1
2.203385458E0,6.701564026E0,1.087338867E1,-5.016069031E0,1.372233545E1
2.213316458E0,6.886130219E0,1.143561951E1,-4.782704315E0,1.417978997E1
2.223247458E0,6.965465240E0,1.140104141E1,-4.787644043E0,1.419235663E1
2.233177458E0,6.688690796E0,1.072624466E1,-4.827610931E0,1.353132426E1
2.243108458E0,6.689588928E0,9.959539032E0,-5.383554840E0,1.315012093E1
2.253039458E0,7.088659058E0,8.828940125E0,-6.143524475E0,1.288185406E1
2.262970458E0,7.134613495E0,7.729925537E0,-6.639293518E0,1.243923940E1
2.272900458E0,6.597530365E0,7.705975342E0,-6.526128845E0,1.206233065E1
2.282831458E0,5.562283173E0,8.948990479E0,-5.410648499E0,1.184476854E1
2.292762458E0,4.425247650E0,1.120090759E1,-4.366120605E0,1.281039253E1
2.302693458E0,3.584146729E0,1.520672745E1,-3.028352509E0,1.591419449E1
2.312623458E0,2.350412292E0,2.104279129E1,-1.559008026E0,2.123096817E1
2.322554458E0,-1.050814819E0,2.669818085E1,-1.282383270E0,2.674960895E1
2.332485458E0,-3.583248596E0,2.573463455E1,-2.129621429E0,2.607002826E1
2.342416458E0,-2.856060791E0,1.459255463E1,-2.529739380E0,1.508308042E1
2.352346458E0,-3.317401428E0,6.752009125E0,-3.017874298E0,8.105698288E0
2.362277458E0,-3.674708405E0,4.687651978E0,-3.267555084E0,6.793708792E0
2.372208458E0,-1.941612396E0,4.724625092E0,-3.097359009E0,5.973740351E0
2.382139458E0,2.646496582E-1,4.574786682E0,-1.076561279E0,4.707196280E0
2.392069458E0,1.160536652E0,4.945116577E0,1.243164825E0,5.229386395E0
2.402000458E0,2.282004547E0,6.137536926E0,1.780247955E0,6.785734084E0
2.411931458E0,3.133284302E0,7.675139465E0,1.753902740E0,8.473571334E0
2.421861458E0,3.702550507E0,9.766141205E0,1.430275726E0,1.054192027E1
2.431792458E0,3.325634308E0,1.226220062E1,1.004411316E-1,1.270556949E1
2.441723458E0,2.500999146E0,1.332289490E1,-4.565505981E-1,1.356329472E1
2.451654458E0,1.109941864E0,1.304567139E1,-8.047265625E-1,1.311751111E1
2.461584458E0,-9.131011963E-1,1.131062943E1,-2.109263763E0,1.154179732E1
2.471515458E0,-2.532134399E0,1.021386017E1,-3.238515472E0,1.101011474E1
2.481446458E0,-3.713178406E0,9.320218506E0,-4.023782501E0,1.080948623E1
2.491377458E0,-3.592080231E0,7.811655579E0,-4.138294373E0,9.542037706E0
2.501307458E0,-2.552941132E0,6.838379517E0,-2.854414215E0,7.837641440E0
2.511238458E0,-2.074685669E0,6.493197327E0,-2.396815796E0,7.225694299E0
2.521169458E0,-1.421144714E0,6.731501770E0,-2.609972534E0,7.358309929E0
2.531100458E0,-3.604504395E-1,7.381300507E0,-2.999013519E0,7.975437529E0
2.541030458E0,2.636018372E-1,8.115673370E0,-2.845432892E0,8.604076274E0
2.550961458E0,4.769082642E-1,8.736731873E0,-2.686313782E0,9.152825085E0
2.560892458E0,9.077124023E-1,8.910819855E0,-2.202370148E0,9.223724115E0
2.570823458E0,1.076411591E0,9.046437836E0,-1.834734650E0,9.293166880E0
2.580753458E0,9.135502625E-1,9.728419647E0,-1.530267792E0,9.890320643E0
2.590684458E0,1.083147583E0,1.014769775E1,-1.681453400E0,1.034293304E1
